id,key,value,type 
249973554,source,Garmin Forerunner 305,sourc
249973584,source,Garmin Forerunner 305,sourc
249973586,source,Garmin Forerunner 305,sourc
249973587,source,Garmin Forerunner 305,sourc
249973590,source,Garmin Forerunner 305,sourc
249973591,source,Garmin Forerunner 305,sourc
249973593,source,Garmin Forerunner 305,sourc
249973596,source,Garmin Forerunner 305,sourc
249973599,source,Garmin Forerunner 305,sourc
249973601,source,Garmin Forerunner 305,sourc
249973602,source,Garmin Forerunner 305,sourc
249973604,source,Garmin Forerunner 305,sourc
249973606,source,Garmin Forerunner 305,sourc
249973608,source,Garmin Forerunner 305,sourc
249973610,source,Garmin Forerunner 305,sourc
249973611,source,Garmin Forerunner 305,sourc
249973613,source,Garmin Forerunner 305,sourc
249973614,source,Garmin Forerunner 305,sourc
249973617,source,Garmin Forerunner 305,sourc
249973618,source,Garmin Forerunner 305,sourc
249973620,source,Garmin Forerunner 305,sourc
249973621,source,Garmin Forerunner 305,sourc
249973623,source,Garmin Forerunner 305,sourc
249973625,source,Garmin Forerunner 305,sourc
249973627,source,Garmin Forerunner 305,sourc
249973629,source,Garmin Forerunner 305,sourc
249973630,source,Garmin Forerunner 305,sourc
249973633,source,Garmin Forerunner 305,sourc
249973634,source,Garmin Forerunner 305,sourc
249973636,source,Garmin Forerunner 305,sourc
249973637,source,Garmin Forerunner 305,sourc
249973639,source,Garmin Forerunner 305,sourc
249973651,source,Garmin Forerunner 305,sourc
249973652,source,Garmin Forerunner 305,sourc
249973655,source,Garmin Forerunner 305,sourc
249973656,source,Garmin Forerunner 305,sourc
249973659,source,Garmin Forerunner 305,sourc
249973661,source,Garmin Forerunner 305,sourc
249973663,source,Garmin Forerunner 305,sourc
249973665,source,Garmin Forerunner 305,sourc
249973666,source,Garmin Forerunner 305,sourc
249973668,source,Garmin Forerunner 305,sourc
249973669,source,Garmin Forerunner 305,sourc
249973672,source,Garmin Forerunner 305,sourc
249973684,source,Garmin Forerunner 305,sourc
249973685,source,Garmin Forerunner 305,sourc
249973687,source,Garmin Forerunner 305,sourc
249973688,source,Garmin Forerunner 305,sourc
249973690,source,Garmin Forerunner 305,sourc
249973693,source,Garmin Forerunner 305,sourc
249973694,source,Garmin Forerunner 305,sourc
249973696,source,Garmin Forerunner 305,sourc
249973697,source,Garmin Forerunner 305,sourc
249973699,source,Garmin Forerunner 305,sourc
249973701,source,Garmin Forerunner 305,sourc
249973703,source,Garmin Forerunner 305,sourc
249973704,source,Garmin Forerunner 305,sourc
249973706,source,Garmin Forerunner 305,sourc
249973708,source,Garmin Forerunner 305,sourc
249973710,source,Garmin Forerunner 305,sourc
249973712,source,Garmin Forerunner 305,sourc
249973713,source,Garmin Forerunner 305,sourc
250763776,highway,crossing,highwa
251207079,location,entrance,locatio
251207084,location,entrance,locatio
251268959,highway,crossing,highwa
251268960,highway,crossing,highwa
251268961,highway,crossing,highwa
251629717,location,entrance,locatio
251629824,location,entrance,locatio
251629978,location,entrance,locatio
251629980,entrance,yes,entranc
251629980,location,entrance,locatio
251630266,location,entrance,locatio
251630675,highway,crossing,highwa
251630808,crossing,zebra,crossin
251630808,highway,crossing,highwa
251633596,highway,traffic_signals,highwa
251692985,crossing,zebra,crossin
251692985,highway,crossing,highwa
253435863,building_entrance,access_button,building_entranc
253435863,steps,yes,building_entrance
253435863,entrance,yes,entranc
253435981,entrance,yes,entranc
253435981,location,entrance,locatio
253436287,highway,crossing,highwa
253436299,crossing,marked,crossin
253436299,highway,crossing,highwa
253437348,highway,stop,highwa
253438003,entrance,yes,entranc
254531961,building_entrance,steps,building_entranc
254531961,entrance,yes,entranc
254532810,entrance,yes,entranc
254532812,entrance,yes,entranc
254532815,entrance,yes,entranc
254532818,entrance,yes,entranc
254532832,location,entrance,locatio
254532836,location,entrance,locatio
254532850,entrance,yes,entranc
254532851,entrance,yes,entranc
254926149,location,entrance,locatio
254926154,entrance,yes,entranc
254926154,location,entrance,locatio
254926469,location,entrance,locatio
254932326,entrance,yes,entranc
254932340,entrance,yes,entranc
254933460,entrance,yes,entranc
254936213,location,entrance,locatio
254937705,location,entrance,locatio
254938689,location,entrance,locatio
254939035,highway,stop,highwa
254945175,entrance,yes,entranc
254947119,entrance,yes,entranc
254954111,entrance,yes,entranc
254961373,entrance,yes,entranc
254961382,entrance,yes,entranc
254961814,location,entrance,locatio
254966562,location,entrance,locatio
254969761,location,entrance,locatio
254975067,entrance,yes,entranc
254977186,entrance,yes,entranc
254978102,steps,yes,building_entrance
254978102,entrance,yes,entranc
254978599,steps,yes,building_entrance
254978599,entrance,yes,entranc
254979383,entrance,yes,entranc
254979908,location,entrance,locatio
254980144,location,entrance,locatio
254983015,steps,yes,building_entrance
254983015,entrance,yes,entranc
254983548,entrance,yes,entranc
254990336,building_entrance,steps,building_entranc
254990336,entrance,yes,entranc
254990353,entrance,yes,entranc
254990454,crossing,unmarked,crossin
254990454,highway,crossing,highwa
254992070,entrance,yes,entranc
255332003,location,entrance,locatio
255332004,location,entrance,locatio
255332165,building_entrance,steps,building_entranc
255332165,entrance,yes,entranc
255332166,entrance,yes,entranc
255332167,building_entrance,access_button,building_entranc
255332167,entrance,yes,entranc
255332168,entrance,yes,entranc
255333162,entrance,yes,entranc
255333167,entrance,yes,entranc
255333194,building_entrance,access_button,building_entranc
255333194,entrance,yes,entranc
255333305,building_entrance,steps,building_entranc
255333305,entrance,yes,entranc
255333733,entrance,yes,entranc
255333733,key,access_button,ke
255333735,steps,yes,building_entrance
255333735,entrance,yes,entranc
255334178,location,entrance,locatio
255334181,location,entrance,locatio
255338544,entrance,yes,entranc
255338597,entrance,yes,entranc
255338622,entrance,yes,entranc
255339532,entrance,yes,entranc
255339795,entrance,yes,entranc
255340229,entrance,yes,entranc
255340238,entrance,yes,entranc
255340337,entrance,yes,entranc
255340392,entrance,yes,entranc
255340463,entrance,yes,entranc
255340588,crossing,uncontrolled,crossin
255340588,highway,crossing,highwa
255340797,entrance,yes,entranc
255341397,entrance,yes,entranc
255341418,entrance,yes,entranc
255341975,entrance,yes,entranc
255342110,location,entrance,locatio
255342111,location,entrance,locatio
255342172,entrance,yes,entranc
255342185,location,entrance,locatio
255342193,location,entrance,locatio
255342246,location,entrance,locatio
255342748,entrance,yes,entranc
255342809,entrance,emergency,entranc
255345054,steps,yes,building_entrance
255345054,entrance,yes,entranc
255345075,steps,yes,building_entrance
255345075,entrance,yes,entranc
255349139,entrance,yes,entranc
255349142,entrance,yes,entranc
255349151,steps,yes,building_entrance
255349151,entrance,yes,entranc
255349153,steps,yes,building_entrance
255349153,entrance,yes,entranc
255349212,entrance,yes,entranc
255349234,steps,yes,building_entrance
255349234,entrance,yes,entranc
255349256,steps,yes,building_entrance
255349256,entrance,yes,entranc
255349275,steps,yes,building_entrance
255349275,entrance,yes,entranc
255349277,steps,yes,building_entrance
255349277,entrance,yes,entranc
255402275,entrance,yes,entranc
255402791,location,entrance,locatio
255402803,building_entrance,steps,building_entranc
255402803,entrance,yes,entranc
255462182,entrance,yes,entranc
255462187,entrance,yes,entranc
255462359,building_entrance,steps,building_entranc
255462359,entrance,yes,entranc
255462423,steps,yes,building_entrance
255462423,entrance,yes,entranc
255564262,entrance,yes,entranc
255565537,entrance,yes,entranc
255566235,steps,yes,building_entrance
255566235,entrance,yes,entranc
255566704,entrance,yes,entranc
255566738,location,entrance,locatio
255574030,location,entrance,locatio
255574393,location,entrance,locatio
255574547,location,entrance,locatio
256744009,building_entrance,steps,building_entranc
256744009,entrance,yes,entranc
256744009,name,Hornbake Library Main,nam
256745413,highway,traffic_signals,highwa
256745416,highway,traffic_signals,highwa
256888635,highway,motorway_junction,highwa
258874083,crossing,zebra,crossin
258874083,highway,crossing,highwa
258883505,created_by,JOSM,created_b
258883509,created_by,JOSM,created_b
258883512,created_by,JOSM,created_b
258883516,created_by,JOSM,created_b
258883519,created_by,JOSM,created_b
258883523,created_by,JOSM,created_b
258883526,created_by,JOSM,created_b
258883531,created_by,JOSM,created_b
258883533,created_by,JOSM,created_b
258883536,created_by,JOSM,created_b
258883540,created_by,JOSM,created_b
258883571,created_by,JOSM,created_b
258883575,created_by,JOSM,created_b
258883579,created_by,JOSM,created_b
258883583,created_by,JOSM,created_b
258883587,created_by,JOSM,created_b
258883591,created_by,JOSM,created_b
258883596,created_by,JOSM,created_b
258883600,created_by,JOSM,created_b
258883604,created_by,JOSM,created_b
258883608,created_by,JOSM,created_b
258883612,created_by,JOSM,created_b
258883616,created_by,JOSM,created_b
258883620,created_by,JOSM,created_b
258883624,created_by,JOSM,created_b
258883629,created_by,JOSM,created_b
258883633,created_by,JOSM,created_b
258883636,created_by,JOSM,created_b
258883640,created_by,JOSM,created_b
258883644,created_by,JOSM,created_b
258883646,created_by,JOSM,created_b
258883649,created_by,JOSM,created_b
258883653,created_by,JOSM,created_b
258883657,created_by,JOSM,created_b
258883702,created_by,JOSM,created_b
258883703,created_by,JOSM,created_b
258883704,created_by,JOSM,created_b
258883705,created_by,JOSM,created_b
258883706,created_by,JOSM,created_b
258883707,created_by,JOSM,created_b
258883708,created_by,JOSM,created_b
258883709,created_by,JOSM,created_b
258883710,created_by,JOSM,created_b
258883711,created_by,JOSM,created_b
258883712,created_by,JOSM,created_b
258883713,created_by,JOSM,created_b
258883714,created_by,JOSM,created_b
258883715,created_by,JOSM,created_b
258883716,created_by,JOSM,created_b
258883717,created_by,JOSM,created_b
258883718,created_by,JOSM,created_b
258883719,created_by,JOSM,created_b
258883720,created_by,JOSM,created_b
258883721,created_by,JOSM,created_b
258883722,created_by,JOSM,created_b
258883723,created_by,JOSM,created_b
258883730,created_by,JOSM,created_b
258883731,created_by,JOSM,created_b
258883732,created_by,JOSM,created_b
258883733,created_by,JOSM,created_b
258883734,created_by,JOSM,created_b
258883735,created_by,JOSM,created_b
258883738,created_by,JOSM,created_b
258883745,created_by,JOSM,created_b
258883746,created_by,JOSM,created_b
258883747,created_by,JOSM,created_b
258883748,created_by,JOSM,created_b
258883749,created_by,JOSM,created_b
258883750,created_by,JOSM,created_b
258883751,created_by,JOSM,created_b
258883752,created_by,JOSM,created_b
258883753,created_by,JOSM,created_b
258883754,created_by,JOSM,created_b
258883755,created_by,JOSM,created_b
258883761,created_by,JOSM,created_b
258883767,created_by,JOSM,created_b
258883770,created_by,JOSM,created_b
258883771,created_by,JOSM,created_b
258883772,created_by,JOSM,created_b
258883779,created_by,JOSM,created_b
258883780,created_by,JOSM,created_b
258883781,created_by,JOSM,created_b
258883782,created_by,JOSM,created_b
258883787,created_by,JOSM,created_b
258883788,created_by,JOSM,created_b
258883789,created_by,JOSM,created_b
258883790,created_by,JOSM,created_b
258883793,created_by,JOSM,created_b
258883796,created_by,JOSM,created_b
258883799,created_by,JOSM,created_b
258883803,created_by,JOSM,created_b
258883806,created_by,JOSM,created_b
258883807,created_by,JOSM,created_b
258883808,created_by,JOSM,created_b
258883811,created_by,JOSM,created_b
258883812,created_by,JOSM,created_b
258883813,created_by,JOSM,created_b
258883842,created_by,JOSM,created_b
258883843,created_by,JOSM,created_b
258883844,created_by,JOSM,created_b
258883845,created_by,JOSM,created_b
258883846,created_by,JOSM,created_b
258883847,created_by,JOSM,created_b
258883852,created_by,JOSM,created_b
258883853,created_by,JOSM,created_b
258883855,created_by,JOSM,created_b
258883856,created_by,JOSM,created_b
258883857,created_by,JOSM,created_b
258883858,created_by,JOSM,created_b
258883859,created_by,JOSM,created_b
258883860,created_by,JOSM,created_b
258883861,created_by,JOSM,created_b
258883863,created_by,JOSM,created_b
258883864,created_by,JOSM,created_b
258883865,created_by,JOSM,created_b
258883866,created_by,JOSM,created_b
258883867,created_by,JOSM,created_b
258883868,created_by,JOSM,created_b
258883869,created_by,JOSM,created_b
258883870,created_by,JOSM,created_b
258883871,created_by,JOSM,created_b
258883874,created_by,JOSM,created_b
258883875,created_by,JOSM,created_b
258883876,created_by,JOSM,created_b
258883877,created_by,JOSM,created_b
258883878,created_by,JOSM,created_b
258883888,created_by,JOSM,created_b
258884122,created_by,JOSM,created_b
258884234,created_by,JOSM,created_b
258884235,created_by,JOSM,created_b
258884236,created_by,JOSM,created_b
258884237,created_by,JOSM,created_b
258884238,created_by,JOSM,created_b
258884241,created_by,JOSM,created_b
258884242,created_by,JOSM,created_b
258884243,created_by,JOSM,created_b
258884247,created_by,JOSM,created_b
258884248,created_by,JOSM,created_b
258884250,created_by,JOSM,created_b
258884251,created_by,JOSM,created_b
258884252,created_by,JOSM,created_b
258884253,created_by,JOSM,created_b
258884254,created_by,JOSM,created_b
258884255,created_by,JOSM,created_b
258884256,created_by,JOSM,created_b
258884257,created_by,JOSM,created_b
258884265,created_by,JOSM,created_b
258884274,created_by,JOSM,created_b
258884296,created_by,JOSM,created_b
258884297,created_by,JOSM,created_b
258884298,created_by,JOSM,created_b
258884299,created_by,JOSM,created_b
258884303,created_by,JOSM,created_b
258884304,created_by,JOSM,created_b
258884305,created_by,JOSM,created_b
258884306,created_by,JOSM,created_b
258884307,created_by,JOSM,created_b
258884308,created_by,JOSM,created_b
258884309,created_by,JOSM,created_b
258884310,created_by,JOSM,created_b
258884311,created_by,JOSM,created_b
258884313,created_by,JOSM,created_b
258884314,created_by,JOSM,created_b
258884315,created_by,JOSM,created_b
258884316,created_by,JOSM,created_b
258884317,created_by,JOSM,created_b
258884318,created_by,JOSM,created_b
258884319,created_by,JOSM,created_b
258884320,created_by,JOSM,created_b
258884322,created_by,JOSM,created_b
258884323,created_by,JOSM,created_b
258884324,created_by,JOSM,created_b
258884325,created_by,JOSM,created_b
258884326,created_by,JOSM,created_b
258884327,created_by,JOSM,created_b
258884328,created_by,JOSM,created_b
258884329,created_by,JOSM,created_b
258884330,created_by,JOSM,created_b
258884331,created_by,JOSM,created_b
258884332,created_by,JOSM,created_b
258884333,created_by,JOSM,created_b
258884334,created_by,JOSM,created_b
258884335,created_by,JOSM,created_b
258884336,created_by,JOSM,created_b
258884337,created_by,JOSM,created_b
258884338,created_by,JOSM,created_b
258884339,created_by,JOSM,created_b
258884340,created_by,JOSM,created_b
258884341,created_by,JOSM,created_b
258884342,created_by,JOSM,created_b
258884343,created_by,JOSM,created_b
258884344,created_by,JOSM,created_b
258884345,created_by,JOSM,created_b
258884346,created_by,JOSM,created_b
258884347,created_by,JOSM,created_b
258884348,created_by,JOSM,created_b
258884349,created_by,JOSM,created_b
258884350,created_by,JOSM,created_b
258884351,created_by,JOSM,created_b
258884352,created_by,JOSM,created_b
258884353,created_by,JOSM,created_b
258884354,created_by,JOSM,created_b
258884360,created_by,JOSM,created_b
258884393,created_by,JOSM,created_b
258884394,created_by,JOSM,created_b
258884395,created_by,JOSM,created_b
258884396,created_by,JOSM,created_b
258884397,created_by,JOSM,created_b
258884398,created_by,JOSM,created_b
258884399,created_by,JOSM,created_b
258884400,created_by,JOSM,created_b
258884401,created_by,JOSM,created_b
258884402,created_by,JOSM,created_b
258884403,created_by,JOSM,created_b
258884404,created_by,JOSM,created_b
258884407,created_by,JOSM,created_b
258884411,created_by,JOSM,created_b
258884415,created_by,JOSM,created_b
258884428,created_by,JOSM,created_b
258884433,created_by,JOSM,created_b
258884437,created_by,JOSM,created_b
258884441,created_by,JOSM,created_b
258884444,created_by,JOSM,created_b
258884449,created_by,JOSM,created_b
258884453,created_by,JOSM,created_b
258884456,created_by,JOSM,created_b
258884460,created_by,JOSM,created_b
258884464,created_by,JOSM,created_b
258884468,created_by,JOSM,created_b
258884473,created_by,JOSM,created_b
258884476,created_by,JOSM,created_b
258884477,created_by,JOSM,created_b
258884480,created_by,JOSM,created_b
258884483,created_by,JOSM,created_b
258884485,created_by,JOSM,created_b
258884488,created_by,JOSM,created_b
258884490,created_by,JOSM,created_b
258884493,created_by,JOSM,created_b
258884496,created_by,JOSM,created_b
258884499,created_by,JOSM,created_b
258884501,created_by,JOSM,created_b
258884502,created_by,JOSM,created_b
258884503,created_by,JOSM,created_b
258884504,created_by,JOSM,created_b
258884505,created_by,JOSM,created_b
258884506,created_by,JOSM,created_b
258884507,created_by,JOSM,created_b
258884508,created_by,JOSM,created_b
258884509,created_by,JOSM,created_b
258884512,created_by,JOSM,created_b
258884513,created_by,JOSM,created_b
258884514,created_by,JOSM,created_b
258884515,created_by,JOSM,created_b
258884516,created_by,JOSM,created_b
258884517,created_by,JOSM,created_b
258884518,created_by,JOSM,created_b
258884519,created_by,JOSM,created_b
258884520,created_by,JOSM,created_b
258884521,created_by,JOSM,created_b
258884526,created_by,JOSM,created_b
258884534,created_by,JOSM,created_b
258884535,created_by,JOSM,created_b
258884536,created_by,JOSM,created_b
258884537,created_by,JOSM,created_b
258884538,created_by,JOSM,created_b
258884539,created_by,JOSM,created_b
258884540,created_by,JOSM,created_b
258884543,created_by,JOSM,created_b
258884547,created_by,JOSM,created_b
258884548,created_by,JOSM,created_b
258884549,created_by,JOSM,created_b
258884550,created_by,JOSM,created_b
258884551,created_by,JOSM,created_b
258884552,created_by,JOSM,created_b
258884553,created_by,JOSM,created_b
258884554,created_by,JOSM,created_b
258884555,created_by,JOSM,created_b
258884556,created_by,JOSM,created_b
258884558,created_by,JOSM,created_b
258884559,created_by,JOSM,created_b
258884560,created_by,JOSM,created_b
258884561,created_by,JOSM,created_b
258884562,created_by,JOSM,created_b
258884563,created_by,JOSM,created_b
258884564,created_by,JOSM,created_b
258884565,created_by,JOSM,created_b
258884566,created_by,JOSM,created_b
258884567,created_by,JOSM,created_b
258884568,created_by,JOSM,created_b
258884569,created_by,JOSM,created_b
258884570,created_by,JOSM,created_b
258884571,created_by,JOSM,created_b
258884572,created_by,JOSM,created_b
258884573,created_by,JOSM,created_b
258884574,created_by,JOSM,created_b
258884580,created_by,JOSM,created_b
258884581,created_by,JOSM,created_b
258884582,created_by,JOSM,created_b
258884583,created_by,JOSM,created_b
258884584,created_by,JOSM,created_b
258884585,created_by,JOSM,created_b
258884586,created_by,JOSM,created_b
258884587,created_by,JOSM,created_b
258884588,created_by,JOSM,created_b
258884589,created_by,JOSM,created_b
258884590,created_by,JOSM,created_b
258884591,created_by,JOSM,created_b
258884592,created_by,JOSM,created_b
258884593,created_by,JOSM,created_b
258884594,created_by,JOSM,created_b
258884595,created_by,JOSM,created_b
258884596,created_by,JOSM,created_b
258884602,created_by,JOSM,created_b
258884603,created_by,JOSM,created_b
258884604,created_by,JOSM,created_b
258884605,created_by,JOSM,created_b
258884606,created_by,JOSM,created_b
258884612,created_by,JOSM,created_b
258884613,created_by,JOSM,created_b
258884614,created_by,JOSM,created_b
258884615,created_by,JOSM,created_b
258884616,created_by,JOSM,created_b
258884617,created_by,JOSM,created_b
258884619,created_by,JOSM,created_b
258884620,created_by,JOSM,created_b
258884621,created_by,JOSM,created_b
258884625,created_by,JOSM,created_b
258884632,created_by,JOSM,created_b
258884633,created_by,JOSM,created_b
258884634,created_by,JOSM,created_b
258884635,created_by,JOSM,created_b
258884636,created_by,JOSM,created_b
258884637,created_by,JOSM,created_b
258884638,created_by,JOSM,created_b
258884639,created_by,JOSM,created_b
258884650,created_by,JOSM,created_b
258884651,created_by,JOSM,created_b
258884653,created_by,JOSM,created_b
258884654,created_by,JOSM,created_b
258884664,created_by,JOSM,created_b
258884669,created_by,JOSM,created_b
258884674,created_by,JOSM,created_b
258884689,created_by,JOSM,created_b
258884691,created_by,JOSM,created_b
258884693,created_by,JOSM,created_b
258884695,created_by,JOSM,created_b
258884697,created_by,JOSM,created_b
258884699,created_by,JOSM,created_b
258884703,created_by,JOSM,created_b
258884705,created_by,JOSM,created_b
258884707,created_by,JOSM,created_b
258884709,created_by,JOSM,created_b
258884711,created_by,JOSM,created_b
258884714,created_by,JOSM,created_b
258884717,created_by,JOSM,created_b
258884720,created_by,JOSM,created_b
258884722,created_by,JOSM,created_b
258884724,created_by,JOSM,created_b
258884726,created_by,JOSM,created_b
258884728,created_by,JOSM,created_b
258884730,created_by,JOSM,created_b
258884731,created_by,JOSM,created_b
258884738,created_by,JOSM,created_b
258884739,created_by,JOSM,created_b
258884740,created_by,JOSM,created_b
258884741,created_by,JOSM,created_b
258884742,created_by,JOSM,created_b
258884743,created_by,JOSM,created_b
258884744,created_by,JOSM,created_b
258884745,created_by,JOSM,created_b
258884746,created_by,JOSM,created_b
258884747,created_by,JOSM,created_b
258884748,created_by,JOSM,created_b
258884749,created_by,JOSM,created_b
258884752,created_by,JOSM,created_b
258884758,created_by,JOSM,created_b
258884766,created_by,JOSM,created_b
258884768,created_by,JOSM,created_b
258884771,created_by,JOSM,created_b
258884774,created_by,JOSM,created_b
258884775,created_by,JOSM,created_b
258884780,created_by,JOSM,created_b
258884782,created_by,JOSM,created_b
258884785,created_by,JOSM,created_b
258884790,created_by,JOSM,created_b
258884795,created_by,JOSM,created_b
258884800,created_by,JOSM,created_b
258884804,created_by,JOSM,created_b
258884807,created_by,JOSM,created_b
258884811,created_by,JOSM,created_b
258884815,created_by,JOSM,created_b
258884819,created_by,JOSM,created_b
258884820,created_by,JOSM,created_b
258884821,created_by,JOSM,created_b
258884822,created_by,JOSM,created_b
258884823,created_by,JOSM,created_b
258884824,created_by,JOSM,created_b
258884825,created_by,JOSM,created_b
258884831,created_by,JOSM,created_b
258884832,created_by,JOSM,created_b
258884833,created_by,JOSM,created_b
258884834,created_by,JOSM,created_b
258884835,created_by,JOSM,created_b
258884836,created_by,JOSM,created_b
258884837,created_by,JOSM,created_b
258884838,created_by,JOSM,created_b
258884839,created_by,JOSM,created_b
258884840,created_by,JOSM,created_b
258884846,created_by,JOSM,created_b
258884847,created_by,JOSM,created_b
258884848,created_by,JOSM,created_b
258884849,created_by,JOSM,created_b
258884850,created_by,JOSM,created_b
258884851,created_by,JOSM,created_b
258884852,created_by,JOSM,created_b
258884853,created_by,JOSM,created_b
258884854,created_by,JOSM,created_b
258884855,created_by,JOSM,created_b
258884856,created_by,JOSM,created_b
258884857,created_by,JOSM,created_b
258884858,created_by,JOSM,created_b
258884859,created_by,JOSM,created_b
258884864,created_by,JOSM,created_b
258884865,created_by,JOSM,created_b
258884867,created_by,JOSM,created_b
258884868,created_by,JOSM,created_b
258884869,created_by,JOSM,created_b
258884870,created_by,JOSM,created_b
258884872,created_by,JOSM,created_b
258884877,created_by,JOSM,created_b
258884880,created_by,JOSM,created_b
258884884,created_by,JOSM,created_b
258884887,created_by,JOSM,created_b
258884893,created_by,JOSM,created_b
258884896,created_by,JOSM,created_b
258884904,created_by,JOSM,created_b
258884907,created_by,JOSM,created_b
258884910,created_by,JOSM,created_b
258884913,created_by,JOSM,created_b
258884914,created_by,JOSM,created_b
258884915,created_by,JOSM,created_b
258884916,created_by,JOSM,created_b
258884917,created_by,JOSM,created_b
258884918,created_by,JOSM,created_b
258884923,created_by,JOSM,created_b
258884925,created_by,JOSM,created_b
258884927,created_by,JOSM,created_b
258884931,created_by,JOSM,created_b
258884934,created_by,JOSM,created_b
258884937,created_by,JOSM,created_b
258884941,created_by,JOSM,created_b
258884944,created_by,JOSM,created_b
258884968,created_by,JOSM,created_b
258884972,created_by,JOSM,created_b
258884975,created_by,JOSM,created_b
258884979,created_by,JOSM,created_b
258884983,created_by,JOSM,created_b
258884984,created_by,JOSM,created_b
258884985,created_by,JOSM,created_b
258884986,created_by,JOSM,created_b
258884987,created_by,JOSM,created_b
258884988,created_by,JOSM,created_b
258884989,created_by,JOSM,created_b
258884990,created_by,JOSM,created_b
258884991,created_by,JOSM,created_b
258884992,created_by,JOSM,created_b
258884993,created_by,JOSM,created_b
258884994,created_by,JOSM,created_b
258884995,created_by,JOSM,created_b
258884996,created_by,JOSM,created_b
258884997,created_by,JOSM,created_b
258884998,created_by,JOSM,created_b
258884999,created_by,JOSM,created_b
258885000,created_by,JOSM,created_b
258885001,created_by,JOSM,created_b
258885002,created_by,JOSM,created_b
258885003,created_by,JOSM,created_b
258885004,created_by,JOSM,created_b
258893472,steps,yes,building_entrance
258893472,entrance,yes,entranc
258895363,entrance,yes,entranc
258895653,steps,yes,building_entrance
258895653,entrance,yes,entranc
258895662,entrance,yes,entranc
258895909,entrance,yes,entranc
258897566,entrance,yes,entranc
258897752,entrance,yes,entranc
258898031,entrance,yes,entranc
258898216,entrance,yes,entranc
258898730,entrance,yes,entranc
258898732,entrance,yes,entranc
258898945,entrance,yes,entranc
258899060,entrance,yes,entranc
258900464,entrance,yes,entranc
258900551,entrance,yes,entranc
258901666,entrance,main,entranc
258901666,name,Hornbake South Academic Entrance,nam
258902037,entrance,yes,entranc
258902218,building_entrance,steps,building_entranc
258902218,entrance,yes,entranc
258902395,building_entrance,steps,building_entranc
258902395,entrance,yes,entranc
258902812,entrance,yes,entranc
258902972,building_entrance,steps,building_entranc
258902972,entrance,yes,entranc
258903166,building_entrance,steps,building_entranc
258903166,entrance,yes,entranc
258903206,building_entrance,steps,building_entranc
258903206,entrance,yes,entranc
258916842,entrance,yes,entranc
258919672,entrance,yes,entranc
258921423,building_entrance,steps,building_entranc
258921423,entrance,yes,entranc
258922555,entrance,yes,entranc
258929257,entrance,yes,entranc
258930320,building_entrance,steps,building_entranc
258930320,entrance,yes,entranc
258930348,entrance,yes,entranc
258930348,key,access_button,ke
258931893,entrance,yes,entranc
258931938,entrance,yes,entranc
258933465,entrance,yes,entranc
258934818,entrance,yes,entranc
258935131,building_entrance,steps,building_entranc
258935131,entrance,yes,entranc
258937362,entrance,yes,entranc
258938226,entrance,yes,entranc
258940153,building_entrance,steps,building_entranc
258940153,entrance,yes,entranc
258940179,building_entrance,steps,building_entranc
258940179,entrance,yes,entranc
258940672,entrance,yes,entranc
258940673,entrance,yes,entranc
258953209,building_entrance,steps,building_entranc
258953209,entrance,yes,entranc
258958991,emergency,phone,emergenc
258959404,emergency,phone,emergenc
258959446,emergency,phone,emergenc
258959666,emergency,phone,emergenc
258960616,emergency,phone,emergenc
258960819,entrance,yes,entranc
258960820,entrance,yes,entranc
258960828,entrance,yes,entranc
258960840,entrance,yes,entranc
258961108,entrance,yes,entranc
258961119,entrance,yes,entranc
258961141,entrance,yes,entranc
258961379,entrance,yes,entranc
258961492,entrance,yes,entranc
258961786,entrance,yes,entranc
258961858,entrance,yes,entranc
258961862,entrance,yes,entranc
258961881,entrance,yes,entranc
258961925,entrance,yes,entranc
258961997,entrance,yes,entranc
258962101,building_entrance,steps,building_entranc
258962101,entrance,yes,entranc
258962163,building_entrance,steps,building_entranc
258962163,entrance,yes,entranc
258962644,building_entrance,steps,building_entranc
258962644,entrance,yes,entranc
258963069,building_entrance,steps,building_entranc
258963069,entrance,yes,entranc
258963073,steps,yes,building_entrance
258963073,entrance,yes,entranc
258963095,building_entrance,steps,building_entranc
258963095,entrance,yes,entranc
258963100,building_entrance,steps,building_entranc
258963100,entrance,yes,entranc
258963153,entrance,yes,entranc
258963229,building_entrance,steps,building_entranc
258963229,entrance,yes,entranc
258963301,entrance,yes,entranc
258963330,location,entrance,locatio
258964046,emergency,phone,emergenc
258964073,emergency,phone,emergenc
258964074,emergency,phone,emergenc
258964129,emergency,phone,emergenc
258965126,entrance,yes,entranc
258965182,entrance,yes,entranc
258965188,entrance,yes,entranc
258965271,entrance,yes,entranc
258965384,entrance,yes,entranc
258965395,entrance,yes,entranc
258965399,entrance,yes,entranc
258965480,entrance,yes,entranc
258965554,entrance,yes,entranc
258965757,entrance,yes,entranc
258965762,entrance,yes,entranc
258965830,building_entrance,steps,building_entranc
258965830,entrance,yes,entranc
258965849,entrance,yes,entranc
258966776,building_entrance,steps,building_entranc
258966776,entrance,yes,entranc
258966778,entrance,yes,entranc
258966791,created_by,JOSM,created_b
258966792,created_by,JOSM,created_b
258966793,created_by,JOSM,created_b
258966794,created_by,JOSM,created_b
258966797,created_by,JOSM,created_b
258966798,created_by,JOSM,created_b
258966799,created_by,JOSM,created_b
